Unnamed: 0	clicked_news	category	subcategory	title
707454	N4226	No category	No subcategory	Dette er verdens mest punktlige flyselskaper
707464	N4227	meninger	ordetfritt	Av og til tenker jeg at det skulle vært et slags «førerkort» for å skaffe seg hund
707565	N4228	100sport	fotball	Fredrik (13) har flyttet alene til Spania for å satse på fotball
707587	N4229	No category	No subcategory	Nyttårskonserten i Olavshallen
707611	N4230	trondheim_nyheter	No subcategory	Mann tatt for promillekjøring - mistenkes for flere andre lovbrudd
707621	N4231	100sport	fotball	Solskjær henter trøndersk keeper til Molde
707766	N4232	trondheim_nyheter	No subcategory	- Jeg blir sint og provosert
707840	N4233	sortrondelag_nyheter	No subcategory	Væpnet politi rykket ut til butikk på Frøya
708014	N4234	trondheim_nyheter	No subcategory	Strømbrudd på Kattem
708035	N4235	tjenester	bildeserier	Lesernes egne SOMMERbilder
708451	N4238	No category	No subcategory	Ikke gå i disse boardingfellene
708513	N4239	pluss	kultur	Her kan det nye teaterhuset havne
708737	N4240	utenriks_nyheter	No subcategory	Uklart om flyplasskyting i Florida var terrorangrep
709198	N4241	No category	No subcategory	Ser du Bob Dylan?
709312	N4243	pluss	magasin	Hyllenes hemmelighet
709532	N4244	adressa noogda_nyheter	No subcategory	Adressa-glimt fra 1969
709657	N4245	trondheim_nyheter	No subcategory	Rømte som 14-åring - kom på rett kjøl
709749	N4246	okonomi_nyheter	No subcategory	Hun går fra Ikea til Coop
709964	N4247	No category	No subcategory	Slik passer du på mobilen i kulda
710075	N4250	trondheim_nyheter	No subcategory	Ti år på Rick's Café
710268	N4251	pluss	nyheter	Mener NTNU spekulerer i omregulering av park
710406	N4253	trondheim_nyheter	No subcategory	En milliard ekstra til sykkelekspressveg i Trondheim
710503	N4254	100sport	fotball	Nils Arne Eggen fyller 75 år: Godfoten sender fortsatt knallsterke pasninger
711162	N4256	pluss	nyheter	- Krevende å etterforske oppdrettsbransjen
711430	N4257	No category	No subcategory	Countrystorhet kommer til Trondheim
711474	N4258	No category	No subcategory	Minneord: Alf Bartnes
711586	N4259	trondheim_nyheter	No subcategory	Motebutikker brukte 22. juli-minnesmerke til klesreklame
711595	N4260	tema	arets tronder	På godfot med trønderne
712052	N4265	pluss	nyheter	Rasert kultur
712070	N4266	nordtrondelag_nyheter	No subcategory	Mann i 20-årene slo til vakt på utested
713069	N4269	100sport	sprek	Dette er fremtidens måte å følge opp pasienter
713173	N4270	meninger	ordetfritt	Det er på tide å si det som det er, selv om det er fryktelig upopulært: Det utdannes altfor mange skuespillere
714151	N4272	utenriks_nyheter	No subcategory	Flyktninger frøs i hjel i Bulgaria
714249	N4273	pluss	nyheter	Lerøy Midt er skuffet over Mattilsynet etter luseangrep
714334	N4274	No category	No subcategory	Har du flyskrekk? Les denne saken
714391	N4275	nordtrondelag_nyheter	No subcategory	- Forholdene på Værnes er mye bedre enn i mange amerikanske militærleire
714683	N4276	sortrondelag_nyheter	No subcategory	Personbil krasjet i trailer etter forbikjøring
715065	N4278	innenriks_nyheter	No subcategory	Eksperter gir råd om Norges bidrag til NATOs rakettforsvar
715392	N4279	sortrondelag_nyheter	No subcategory	- Utsatt for stump vold og halsgrep før han døde
716136	N4280	No category	No subcategory	Trondheim, Nordre gt.
716875	N4281	No category	No subcategory	- Mine besteforeldre er til stor inspirasjon
716932	N4282	100sport	sprek	Nå endrer vi matvanene. Det får ekspertene til å juble
717047	N4283	trondheim_nyheter	No subcategory	- Trøndere prater morsomt og jekker ned slitsomme osloensere
717543	N4284	trondheim_nyheter	No subcategory	«Du må være en del av et VIP-miljø for å få innpass»
719184	N4286	trondheim_nyheter	No subcategory	Etter to stengte år nærmer det seg endelig åpning av denne veien
719185	N4287	trondheim_nyheter	No subcategory	- Denne Telenor-reklamen er mildt sagt villedende
719314	N4288	No category	No subcategory	Hjelp! Hvilken bil skal jeg velge?
719430	N4289	trondheim_nyheter	No subcategory	Stargate-Mikkel fikk sin Hege
720125	N4290	pluss	magasin	Hvor ble det av Hjorten?
720322	N4291	No category	No subcategory	– Prøver å få Raga til å høres ut som et døende villsvin
720911	N4294	No category	No subcategory	Nå skal disse bort fra Londons gater
721223	N4295	trondheim_nyheter	No subcategory	Nå må alle betale parkering her
721981	N4298	meninger	kronikker	200 år – minus fem!
723724	N4300	meninger	kronikker	Slik vil vi sikre snø for fremtiden
724076	N4302	pluss	kultur	Selvskrytet ville nesten ingen ende ta. Trondhjemmerne var i skyene
724245	N4303	nordtrondelag_nyheter	No subcategory	Slo barnevernsansatt i ansiktet
724433	N4304	pluss	meninger	Dronning Victoria skal direkte ha mislikt barn, selv om hun hadde ni unger selv
725316	N4307	pluss	magasin	Derfor lar menn kona handle julegavene: - Hun vet hva folk ønsker seg
725451	N4308	innenriks_nyheter	No subcategory	Mann erkjente grov vold mot ansatte i barnevernet
725577	N4309	No category	No subcategory	Dette er Norges mest moderne kinosal
725715	N4310	No category	No subcategory	Kjøpte toppleilighet og begynte på nytt – solgte det gamle huset med alle møblene i
726839	N4311	kultur	tv	Ole Martin var ingen aprilspøk
727021	N4313	trondheim_nyheter	No subcategory	Alvorlig svikt ved St. Olavs
727128	N4314	pluss	okonomi	Får grønt fra Frosta rett hjem på døra
727496	N4316	No category	No subcategory	Snø hele dagen lørdag, fire dager knallvær fra søndag
727651	N4317	No category	No subcategory	Gigantisk isfjell holder på å brekke av i Antarktis
727733	N4319	pluss	magasin	Tankestreif: - Jeg er da ikke helt idiot heller!
727831	N4320	meninger	kronikker	Tid for kortere arbeidstid
727953	N4321	vaeret	klima	Kulden varsler dramatisk klimaendring
728581	N4323	trondheim_nyheter	No subcategory	Kjøpte gløgg til 15 kroner med falsk tusenlapp
728725	N4324	utenriks_nyheter	No subcategory	Forsker: – Helt vilt det som skjer i Arktis
728801	N4325	trondheim_nyheter	No subcategory	Disse dyrene fra en benk i Høyskoleparken overlever koking, tørking og frysing
729051	N4326	No category	No subcategory	Står i kø for gratis strøsand
729354	N4328	trondheim_nyheter	No subcategory	Dette er Revolt Technology
729541	N4329	No category	No subcategory	Kaldeste natt i Trondheim på 30 år
729795	N4331	pluss	kultur	Rinnan erkjente tortur og mord
729962	N4332	sortrondelag_nyheter	No subcategory	Single Vegard fikk napp hos monsterørret i Oppdal
730042	N4333	sortrondelag_nyheter	No subcategory	3T åpner to nye treningssenter
730090	N4334	pluss	okonomi	Tror de lave rentene er blitt en sovepute for naive lånekunder
730100	N4335	trondheim_nyheter	No subcategory	- Du må se ned hele tiden for å ikke gå i hundedritt
730218	N4337	pluss	magasin	Suksessgründeren i Get Inspired: - Det er alltid noen som skal mene noe om sånne som meg
730286	N4338	pluss	nyheter	- Vi betaler fullt medlemskap ved treningssenteret. Har ikke vi da også krav på å bli hørt?
730361	N4339	okonomi_nyheter	No subcategory	- Når alt skal være så billig må vi vise hvorfor folk skal betale litt mer
730501	N4340	trondheim_nyheter	No subcategory	Impulse sier opp ansatte
730573	N4341	100sport	vintersport	Norske idrettsprofiler beskriver lege Bendiksen: - Den beste jeg har jobbet med
730947	N4342	okonomi_nyheter	No subcategory	DNB setter opp renta på boliglån
731008	N4343	pluss	okonomi	Triatlon er den nye Birken for næringslivet
731011	N4344	trondheim_nyheter	No subcategory	Lavpriskjede tar over Sats og Elixia i Trondheim
731108	N4345	pluss	okonomi	Du kan tape over én million i pensjon
731478	N4346	No category	No subcategory	Bergheim gård har fått stoltheten tilbake
731941	N4349	sport	sprek	Nå skal man svette mye på kort tid
732402	N4352	100sport	vintersport	Tande har funnet årsaken til fiaskohoppet: Tar på seg all skyld
734060	N4354	No category	No subcategory	Den tidligere fotballspilleren åpnet hjemmet sitt til slutt
734326	N4355	okonomi_nyheter	No subcategory	3T senket prisene for å møte lavpriskonkurranse
734493	N4356	100sport	vintersport	Spesiell hilsen fra Finland begeistret Johaug
734884	N4357	pluss	meninger	Monsterhall? Hva med Powertrollet?
735428	N4358	100sport	fotball	Norge vraker spansk fotballparadis: - Vi reiser for å trene, ikke for å feste
735617	N4360	No category	No subcategory	Dronningen åpner kunsthallen
735684	N4361	No category	No subcategory	Se bildene av dronningen og åpningen av kunsthallen
736767	N4368	sortrondelag_nyheter	No subcategory	Politiet har tre ulike teorier etter dødsfallet i Tydal
737347	N4370	okonomi_nyheter	No subcategory	Trondheimsbank hever boliglånsrenta
737918	N4372	pluss	okonomi	Tror boligprisene i Trondheim vil stige med 9,5 prosent neste år
738879	N4376	No category	No subcategory	På kammerset i kollektivet
739008	N4378	No category	No subcategory	Espen har Medusa på alle rom
739029	N4379	100sport	vintersport	VM i Lahti kan gå uten en eneste Northug: – Akkurat nå ser det mørkt ut
739165	N4380	nordtrondelag_nyheter	No subcategory	Lærer stopper sexprat på nett
739238	N4381	pluss	magasin	Glitter og gull bak grå fasade
739292	N4382	trondheim_nyheter	No subcategory	Trives i jobben hun fikk via Facebook
739890	N4383	forbruker	hjem	Til å bli glad av
739920	N4384	tema	arets tronder	Hvem er Årets trønder?
740558	N4387	pluss	okonomi	Prora Eiendom begjært konkurs
740777	N4389	meninger	kronikker	Sure sjåfører grinete passasjerer
741295	N4393	pluss	meninger	Hvis dette går bra, vil det være ren flaks
742139	N4397	pluss	nyheter	Jubel da en lokal Travolta entret scenen med en privat striptease
744330	N4404	pluss	meninger	«Vi ser en tendens til ensretting av byens havner. De blir likere, streitere og ryddigere»
746118	N4413	trondheim_nyheter	No subcategory	Ropte ulv, ulv - men sporene i Bymarka var fra noe annet...
746584	N4415	utenriks_nyheter	No subcategory	Svensk rapport: Russland forsøker å spre falske nyheter
746638	N4416	100sport	fotball	Kantspiller klar for Rosenborg: – En god løsning
746669	N4417	No category	No subcategory	– Ikke akkurat en typisk bryllupslåt
748587	N4426	100sport	fotball	Her er RBK-stjernenes ferieplaner
748602	N4427	pluss	nyheter	Realiserte alle drømmer på én tur
748641	N4428	100sport	vintersport	Weng og Østberg parkert etter smørebom: – Dette var grusomt
748851	N4430	sortrondelag_nyheter	No subcategory	- Det ser ikke ut som om det har skjedd noe straffbart
749114	N4431	100sport	fotball	Jerv-keeper reiser på treningssamling med Rosenborg
749698	N4435	pluss	okonomi	Lydekspert bor i stillheten
750165	N4436	pluss	okonomi	Trondheims-familien Angen solgte butikker for 136 millioner
751599	N4439	okonomi_nyheter	No subcategory	Visste du at Norges Bank lå i Trondheim for 200 år siden?
752122	N4440	innenriks_nyheter	No subcategory	Mann utsatt for Nigeria-svindel – lurte til seg 30 millioner kroner
753613	N4444	forbruker	digital	Per Fredrik har over 600 000 seere på Youtube ved å gjøre heavy metal-versjoner av kjente låter
754600	N4448	nordtrondelag_nyheter	No subcategory	- Vi har aldri beslaglagt så mye på én uke før
754642	N4449	nordtrondelag_nyheter	No subcategory	Politibil bremset farten på rånetog til Sverige
754729	N4450	moreromsdal_nyheter	No subcategory	Person pågrepet på Smøla
755301	N4453	100sport	vintersport	Sundby før monsteretappen: Går til det ljomer i fjellene når jeg sprekker
755574	N4455	pluss	kultur	Fin og leken julefilm fra Hakkebakkeskogen
756241	N4457	kultur	musikk	Vil skape fremtidens stjerner
756484	N4458	pluss	kultur	Haakon søkte jobb med 1200 andre – fikk drømmerolle
756491	N4459	No category	No subcategory	Margaret Berger ut av komfortsonen
756492	N4460	No category	No subcategory	Disse vant årets Tæl-stipend
756501	N4461	trondheim_nyheter	No subcategory	Skal ha fått stein fra lastebil på panseret
757179	N4463	No category	No subcategory	Mye BMW for pengene
757735	N4466	meninger	ordetfritt	Eksamensvakter sitter ikke med aviser, telefon og kryssord!
758359	N4467	utenriks_nyheter	No subcategory	Minst 20 døde i kuldebølge i Europa
759473	N4470	okonomi_nyheter	No subcategory	Fiasko for laksepølsa
760181	N4471	trondheim_nyheter	No subcategory	Beslagla tre førerkort i Strindheimtunnelen
761114	N4476	100sport	vintersport	Tilskuere hånet Norge med dopingmelding under Tour de Ski
762140	N4478	okonomi_nyheter	No subcategory	Kirkebygg solgt 3,3 millioner over prisantydningen
762673	N4480	sortrondelag_nyheter	No subcategory	Denne eneboligen satte prisrekord
763210	N4481	100sport	vintersport	«Norge ble sammenlignet med det østtyske dopingregimet. Velkommen til Finland!»
764149	N4483	pluss	magasin	NYHET: Trondheimsrebus - Del 1 Vet du dette om Trondheim?
764561	N4484	No category	No subcategory	Her treffer du verdens største aper
765672	N4488	innenriks_nyheter	No subcategory	- Vi driver ikke med likvideringer
765676	N4489	okonomi_nyheter	No subcategory	Bygger for 400 millioner på Lilleby
766007	N4492	pluss	okonomi	Lene får ikke flytte inn i boligen hun har betalt for (Pluss)
766172	N4494	utenriks_nyheter	No subcategory	Elitesoldater trener omstridt spesialstyrke
766833	N4500	sortrondelag_nyheter	No subcategory	Oppdrettslaks rømte - gir 500 kroner per laks som blir levert tilbake
766837	N4501	pluss	okonomi	Slik ser arkitekt Ole Wiig for seg nye Nyhavna
766857	N4502	meninger	ordetfritt	«Jeg kan betrygge enhver som etterlyser trøndere i Sherwoodskogen; den er stappfull av arten»
767328	N4503	sortrondelag_nyheter	No subcategory	Svært kritisk til vei mellom Meråker og Tydal
767436	N4504	trondheim_nyheter	No subcategory	Denne veien skal fjerne kø
767936	N4505	trondheim_nyheter	No subcategory	Tre biler i krasj på E6 Omkjøringsveien
768338	N4508	No category	No subcategory	Vennegjeng fra Trondheim måtte flykte fra flommen
769008	N4512	trondheim_nyheter	No subcategory	Trønderlån i full fyr på Tiller - brannen slukket
769388	N4514	100sport	fotball	Rema slutter som hovedsponsor for Rosenborg
769754	N4515	pluss	magasin	Her er Adressa-fotografenes minner fra årets som gikk
770240	N4516	sortrondelag_nyheter	No subcategory	- Ta det med ro og kjør etter forholdene
770303	N4518	pluss	magasin	Randi åpner sitt private skattkammer
770579	N4520	pluss	magasin	Line Marie ga seg ikke før hun fikk leiligheten slik hun ville
770674	N4521	No category	No subcategory	Tar ikke hensyn til bårebiler
770880	N4522	100sport	idrettspolitikk	Arni Thor spilte bort én million: «Frykten og skamfølelse gjorde at jeg ikke ville at noen skulle vite det»
771127	N4523	pluss	magasin	Før og nå: Skansen
771585	N4525	100sport	andreidretter	Full oversikt: Disse fikk pris på Idrettsgallaen
771700	N4527	okonomi_nyheter	No subcategory	Lyngs private jet er til salgs
771715	N4528	trondheim_nyheter	No subcategory	Gjør comeback i bypolitikken
771939	N4529	trondheim_nyheter	No subcategory	Tidligere Rødt-leder inn i Ap
772077	N4530	meninger	kommentarer	Radikalerens tapte ære
772152	N4531	pluss	okonomi	Borettslagsleder anklages for rolleblanding
772320	N4532	trondheim_nyheter	No subcategory	Mødrekveld i alpinbakken
772367	N4533	trondheim_nyheter	No subcategory	Bruddskader i kø på sykehuset
772497	N4534	100sport	fotball	Solbakken bekrefter samtaler med NFF: – Vi er ikke i mål
773376	N4535	pluss	nyheter	Ole Einar mente trening var meningsløst - slik ble han hektet på tredemølla
773439	N4536	innenriks_nyheter	No subcategory	Norskog hardt ut mot radiomerking av ulv
773581	N4537	pluss	nyheter	Seks tips for å lykkes med nyttårsforsettene
773921	N4538	innenriks_nyheter	No subcategory	Luftfartstilsynet: Flyplassangrep kan skje i Norge
773979	N4539	trondheim_nyheter	No subcategory	Ida Marie fikk seg en overraskelse da datteren (4) var til frisøren
774096	N4542	trondheim_nyheter	No subcategory	Lotte varslet brannen
774288	N4543	sortrondelag_nyheter	No subcategory	- Jeg ble illsint
774830	N4545	pluss	kultur	Jubileumsserien del 26: Forsøkte å rane Norge Bank i Kongens gate
775847	N4546	No category	No subcategory	Forlater Cherrox før det er for sent
776528	N4547	pluss	kultur	Året var 1909 og en «mordmaskin» inntok Trondheims gater
777154	N4550	pluss	kultur	Fra damplokomotiv til «katholsk propaganda»
777295	N4551	trondheim_nyheter	No subcategory	Stoppet oksygentilførselen til pasienter på intensiven - dømt til tre års forvaring
777505	N4552	pluss	nyheter	Bekymret for unge i sentrum
